hsa-mir-106a	hsa-mir-122	hsa-mir-1251	hsa-mir-1255a	hsa-mir-1269a	hsa-mir-1269b	hsa-mir-1275	hsa-mir-1284	hsa-mir-1291	hsa-mir-1304	hsa-mir-141	hsa-mir-146b	hsa-mir-148a	hsa-mir-153-1	hsa-mir-153-2	hsa-mir-182	hsa-mir-183	hsa-mir-19a	hsa-mir-19b-1	hsa-mir-19b-2	hsa-mir-200c	hsa-mir-20a	hsa-mir-20b	hsa-mir-210	hsa-mir-2115	hsa-mir-25	hsa-mir-3074	hsa-mir-3152	hsa-mir-3170	hsa-mir-3189	hsa-mir-3614	hsa-mir-3651	hsa-mir-3664	hsa-mir-375	hsa-mir-425	hsa-mir-4326	hsa-mir-4449	hsa-mir-449a	hsa-mir-449b	hsa-mir-4501	hsa-mir-4664	hsa-mir-4668	hsa-mir-4746	hsa-mir-500a	hsa-mir-5586	hsa-mir-5683	hsa-mir-5687	hsa-mir-5694	hsa-mir-5704	hsa-mir-5706	hsa-mir-592	hsa-mir-612	hsa-mir-615	hsa-mir-618	hsa-mir-652	hsa-mir-6810	hsa-mir-7-1	hsa-mir-7-3	hsa-mir-708	hsa-mir-7705	hsa-mir-92a-1	hsa-mir-93	hsa-mir-96
ENSG00000003249.15	0.336061453844026	0.0743401208600272	0.0899205409298369	0.181774015986521	-0.0185991721433128	-0.0167877904269476	0.165562512852059	0.133322036204223	0.209353368380727	0.0957992356128604	0.427933772291446	0.101695827360351	0.352281349122058	0.459393551860861	0.504818017014494	0.376153515606172	0.34655822436857	0.415093748015235	0.478220573862734	0.469923698232668	0.340706178730285	0.40780731169548	0.323212970957727	0.296175169647999	0.126411103143176	0.359034163815714	0.404585602118503	-0.020115618146108	0.239832687968675	0.135752596770623	0.0639361311302228	0.379196970587242	0.228413898312807	0.380217148563163	0.388107865070877	0.112969616884898	0.323407321821427	0.182375223158767	0.237668489742785	0.00783661541739172	0.128548579889444	0.269517681151233	0.249343740034146	0.247355791088956	0.236236218428006	0.163893975160755	0.123158056809361	0.226088948536728	0.138647844354465	0.300533705258372	0.121405958626424	0.193852025448504	0.328336156602177	0.148621053956364	-0.181707789001721	0.0845090670468457	0.364329618326366	0.184424390776905	0.192311969290579	0.123770925796106	0.403241784251224	0.414354429295653	0.517052958993169
ENSG00000004809.14	-0.0589852529981755	0.03354981035895	-0.075534130635776	0.0403069384610491	0.0835223732356966	0.0951002097015416	0.108377426281519	0.114527009042756	0.0483861369332645	0.147280536419226	0.12061500872244	0.106274836630751	0.038133695764411	-0.0625459316001426	-0.0786395898901534	0.242463335981781	0.270341425125872	-0.0647400345557931	-0.0293321536135361	-0.0302375255172506	0.22962834923787	0.121852265244262	-0.0477044576366214	-0.0549572049029946	-0.111310569290845	0.181180414633196	0.0115061356098407	-0.0596537428378653	0.133512473696385	-0.00115723377389229	0.0473193838925765	-0.0511841243847132	-0.0655187434802819	0.209129022877641	0.0999123656592264	-0.0111439524640813	0.120448285562426	-0.0764349669350042	-0.0826499948714828	0.061494363468604	0.0257395611137614	0.0235666097005607	-0.0524484851918531	0.11117551301428	0.225825161488129	0.0152888713543495	0.0843993919961832	0.208774219668772	0.141445345510996	-0.0938196337837327	0.167568825798507	0.115081425122689	0.126747990426004	-0.12929172164575	0.0485535309410876	-0.0849867519868892	0.101520230317551	0.0324183872996542	0.181623219159926	0.00416461878031714	0.178759796901208	0.160403317408822	0.115698580399225
ENSG00000004838.14	0.336168061498762	0.0507970247837734	0.0839253690326285	0.162316649320925	-0.137689095574307	-0.0179498702404593	-0.05604695129475	-0.0052410237768413	0.169682218417742	-0.00109200275737191	0.255184963916372	0.211605985983354	0.187729517275143	0.244465368974322	0.249206841236337	0.260824960950024	0.233892308913982	0.30267335101037	0.3382846828353	0.349608063738836	0.179718703087983	0.272203833252503	0.319998553285999	0.28658077239798	0.198514924046946	0.216017734496917	0.327606052193854	0.0284469128359455	0.114232755742397	0.100005351691935	0.145162554987942	0.288158287357783	0.12202303078319	0.254925809603833	0.435785331267974	0.21812249649898	0.0925720648133257	0.547961274561075	0.481352254726267	0.0970017365071633	0.14647900845591	0.287551726199406	0.258921342902807	0.317670758373459	0.261294222121135	0.104750685090705	0.0479579761867114	0.0623399273234845	0.000956511000927466	0.297617377499912	0.152619994234468	0.158409735002565	0.27272430905865	0.159457859547345	-0.152407747007639	0.124319354109807	0.271899906641737	0.177255267898734	0.237630795815934	0.112247685218282	0.174049505146691	0.365462531847625	0.3829626967274
ENSG00000004848.8	0.00970064101685337	0.0589217896387726	0.056161303037907	-0.0356350017041286	-0.0485010640319869	0.0563052703141302	-0.0604968243141909	0.0195950623766721	0.0481055527399138	0.0115754514989298	0.111680276765743	0.00464158970546244	0.0863594985385565	0.172576863768202	0.156520247143105	0.0729084845407224	0.0583698827957402	-0.00384779284220696	-0.015995232843677	-0.00452841932775047	0.106059238275855	-0.0354384433356211	0.00485786763090941	-0.0385986094627354	0.0695134540668023	0.0579285037388519	0.112333704442725	0.0370143573897862	0.0469355318987746	0.00256413823841395	0.049987342745792	0.0322512819265224	0.0556558046487441	0.25338446514892	-0.0427485059614248	0.0520939731077071	0.000126208660867159	0.130770656738683	0.151958699480923	0.0359200420448629	0.0115118695678783	0.0197805875466436	0.11813815488313	0.0796455492103014	0.170323705768534	0.0260627351157884	0.0854330445507877	0.107453729658442	0.0696269302656169	0.0473708656567009	0.125485297161152	0.0205103776804054	0.130176143270164	0.0923716797666601	-0.0418009228052604	0.0306031399431629	0.136846393671326	0.0313475994886947	0.025635715637842	-0.00739827447041615	0.00663629065267171	-0.0189041931612751	0.0938854015754602
ENSG00000005421.9	0.0631132299338954	-0.0879206862798896	-0.0104826924736895	-0.0543999370879088	-0.00261455631269556	0.0554754460543641	-0.108104813309832	0.000324483981503142	-0.0247273818568649	0.000482327071636459	-0.0759549853964211	-0.087116074900174	-0.0845912831215556	-0.0992600599941126	-0.111523295010773	-0.1130605624245	-0.129064088045037	-0.0535710268529777	-0.0116513141330781	-0.014303311945552	-0.0622906211897308	-0.0656700420386965	0.0320468031266532	-0.155588369584912	-0.0309067673479865	-0.057578746311824	-0.0807694857844397	0.0714090427790284	-0.0874595586850679	0.001285970530337	0.00333583379030141	-0.0559987681286245	-0.0694637404412151	-0.187844070693769	-0.136718550665968	-0.085778839548055	-0.0671604163781337	-0.124128290988831	-0.0872129230418074	-0.106109552090694	-0.0631155683442618	-0.0976339267462384	0.00890992649375898	-0.0431321816997053	-0.245532262375743	-0.00372428877612163	-0.0296369704896959	-0.130581250014737	-0.169334557850552	-0.0255776729965726	-0.162963639679895	-0.150212828071852	-0.239840234983016	-0.0871745033474869	-0.0152548043260829	0.0379030309293908	-0.134639271762803	0.0261839628903629	-0.265658642003692	0.00882467658230333	-0.000634863153017699	-0.12447187225878	-0.172755859590923
ENSG00000005513.10	0.14270601291236	0.127683708716537	-0.0619525283750044	0.109870090670284	-0.0134115027631091	0.0100916447499395	0.119245033052335	0.0582400159089319	0.164810103185316	0.0727394883014768	0.292213623364489	0.176027978165411	0.153373486938776	0.154129937398784	0.148379333952999	0.281028934498784	0.247255891987049	0.26198065501289	0.322273700642643	0.319418773899675	0.265345140094636	0.353043790734862	0.116873417702135	0.0580326279217115	-0.13143710715763	0.210641923190424	0.222832530385187	0.00619506112278073	0.0975058487941975	-0.0328672117026787	0.066470264805939	0.196320202758329	0.0370755694955066	0.236639096702112	0.262519526810768	0.137520731353823	0.152540692668527	0.0864833454254744	0.091467538873416	0.0204874870051506	0.0132873087437916	0.232400127007879	0.0387834488373365	0.254475242778516	0.258880373045784	0.213345017918415	0.0204816060877105	0.17879611775838	0.107503207627378	0.138352202992031	0.225971078716223	0.104849144707623	0.336649149133529	0.0691225823842747	-0.0843373739967888	0.0142590757550068	0.154993748285035	0.0627006934328904	0.311675937230405	0.097634447879796	0.2778575441333	0.311140133704742	0.333351198501193
ENSG00000006118.15	0.18942269767389	0.00689912566465628	-0.0581824916529231	0.155800049865698	0.120588982493892	0.0291203475985862	0.112933149936314	0.105986641810498	0.151909085832955	0.192858905905521	0.304073761413381	0.24591476477371	0.25166610920051	0.165995899824528	0.183056135201257	0.478725392463101	0.5171462224613	0.274207648814843	0.316502740990724	0.308202365246138	0.326096627807374	0.420836415074789	0.205260059602575	0.270651313706004	0.089582608204382	0.413388171377566	0.30817574979198	-0.100308243017061	0.249817047231181	0.0787582254078552	0.133770156708095	0.210184444679541	0.110711943229112	0.33224924578001	0.487040716613447	0.172512723419653	0.217023848020029	0.123205680227701	0.0926675726932965	0.166827489174182	0.215772648263279	0.336207767095467	0.166643727040869	0.288927526264167	0.364622902714963	0.117848590533902	0.21599505776255	0.31122993739825	0.154455083890766	0.0541940369323565	0.288867740305863	0.217279273762555	0.351325822796253	0.145682269538845	-0.0282670706965527	-0.00613287910616604	0.277504173339671	0.15147362140641	0.403824035534329	0.203674750046274	0.366410880602031	0.508570221969428	0.479701705656849
ENSG00000006468.14	-0.281953402246213	-0.0350732393759061	-0.0611426656635747	-0.125146779222439	0.0249033813056434	-0.00870623214848857	-0.0813918616194983	-0.00512233310080061	-0.220851068373874	-0.0770081894485688	-0.422999923362076	0.0253326621863742	-0.377031096402852	-0.289986110361069	-0.276010134873267	-0.206276624113295	-0.154447730420013	-0.301769811031005	-0.413261292226238	-0.402985539349782	-0.327511038668463	-0.359906202764405	-0.26231374924465	-0.123779872839381	-0.0352757106984359	-0.298226674270666	-0.294777092654667	0.0534897052827432	-0.123995305683929	-0.0275284794148312	0.0584708436450138	-0.212886308450016	-0.136592532833314	-0.365744029187455	-0.117680704532218	-0.058198523800716	-0.114170694363321	-0.0651886559851856	-0.0518365527450942	0.0792137079846917	-0.112708816822477	-0.154513946105759	-0.15843933260376	-0.140053509459096	-0.162355286092334	-0.146900685757196	-0.190231892162115	-0.239206522485105	-0.10486786234282	-0.110682983226191	0.0467304763172572	0.00967956685674209	-0.122828110700071	-0.110973966828204	0.0466426719232553	-0.100854477071963	-0.254945278990847	-0.0488688444852397	0.0375326030198551	-0.0833079516097224	-0.384538776137903	-0.355708551073426	-0.338689164819445
ENSG00000006625.18	0.491084442669109	0.0826514359714683	0.052692016279303	0.221879424703981	-0.0609580312094103	-0.0405690771413591	0.0650132799863727	0.066706509443133	0.242716727972701	0.106811819554119	0.480743573078782	0.220205184005031	0.512068139646111	0.329105576107547	0.35856784647506	0.46154260109698	0.396080542593586	0.425168171387774	0.519694743345717	0.518009365285587	0.399765069396698	0.480900057365419	0.450252544200431	0.291159870137001	0.244322674711033	0.408304109200073	0.373038705360141	-0.0577777857877148	0.176072209590526	0.0508150806177467	0.0873718151796152	0.373464446360696	0.151875434020091	0.408294994318512	0.492698505895907	0.222187918002584	0.241277408636601	0.215625290538215	0.147395460436932	0.129505542495253	0.185753072603897	0.33187008694094	0.250964113586838	0.326236486550044	0.319403210582991	0.236917995516646	0.144531696915643	0.298563994436897	0.191133678220242	0.240740031001012	0.162705680695457	0.191081854027499	0.2868698474513	0.191100666734834	-0.219305508735447	0.111852971583397	0.339803076265235	0.146241876878107	0.323162073459091	0.273118431397594	0.374660395457894	0.553528282302179	0.599112633466476
ENSG00000006788.14	0.0468153586804131	0.0155096478289124	-0.0542262783076269	0.0125873779333138	0.0118907015076159	0.0142112909344651	0.12591306711796	0.00143273173705743	0.059883232503131	0.121252380409582	0.0860904052545692	0.0159628473671938	0.0395203667156549	0.0807584052653992	0.0835720014928942	0.0896317630278032	0.0477811500011538	0.036810043829452	0.0689992770080894	0.0573517333686533	0.0813702421591969	0.127043232122974	0.0256040911963757	0.0377393985446906	0.0403104409060905	0.0950568342988529	-0.0562702152583721	-0.130653091627673	0.108387026570798	-0.0196724252600468	-0.0671268674070497	0.0244940888068337	0.0401473435919887	0.141106876747098	0.0478655295086326	-0.0156106239367426	0.0232287055495673	-0.0459433846445312	-0.0537967921539353	-0.0880482137274829	0.00728755518753329	-0.00260561176787581	-0.116304813639097	-0.105170647624902	0.128800524129723	-0.0384580308072028	0.0967001782486517	0.148708154389882	0.0844899314489188	-0.17679500570925	0.0973843066430556	0.0365734160746779	0.0776743312752524	0.015477176867611	-0.0270700376221984	-0.0924907023918108	-0.0160486282825765	-0.00730423161292011	0.168351426532491	-0.03398344620213	0.125990002621627	0.107805075174622	0.128002237679127
ENSG00000007264.15	0.279543062966258	0.0223712050217544	-0.0466944013023258	0.0929789747550284	-0.0206245815632158	-0.0126525700289885	0.215448816339	0.0647073209639657	0.222867206934714	0.103645085366646	0.383748545356052	0.133756147167273	0.288463031899825	0.350961880418039	0.411797223490406	0.244921169764523	0.163313228821372	0.328691962723489	0.413303001924261	0.40111917620138	0.343568907811869	0.43681407326046	0.243729672446887	-0.00095545834473605	-0.0495271998519173	0.2874888333586	0.212589809839507	-0.0846500192027618	0.144167386167565	0.0149889039173396	-0.0408586585331421	0.265986331923235	0.148407266955644	0.21072300917679	0.177169015498726	0.103526959144496	0.194494062778396	-0.0276878581063926	0.0238305000939055	-0.0972311659976193	-0.00851405151334475	0.182461594280311	0.00832868797567918	0.179988722339342	0.139936525169748	0.161891320279438	0.0883293938880592	0.199425063562008	0.10362702984906	0.100242306153442	-0.00151234529914105	-0.00255065171554395	0.105417101055757	0.157970430983009	-0.160031069349884	0.079198549383028	0.161910339170576	0.0902952232924917	0.160129291313584	0.0172050547145844	0.449059377930833	0.295722056046788	0.280595649488907
